kb_id,topic_area,fact_statement,public_url,last_updated,keywords
87dbe55b-3c5b-4129-8c1c-6ab3ed590ebb,Security,"Mashreq Bank will NEVER ask for your OTP, PIN, or password through phone calls, SMS, or email. All such requests are fraudulent.",https://www.mashreqbank.com/uae/en/faq/security/otp,2025-11-30T18:38:27.099779,"[""OTP"", ""PIN"", ""password"", ""phone"", ""scam"", ""fraud"", ""phishing"", ""never ask""]"
5b8ce578-0367-4d6b-b26b-90c1846c03b3,Security,All official Mashreq communications come from verified email domains ending in @mashreq.com or @mashreqbank.com only.,https://www.mashreqbank.com/uae/en/faq/security/email,2025-12-11T18:38:27.099779,"[""email"", ""official"", ""verified"", ""domain"", ""mashreq.com""]"
76cbbfbf-2105-41c9-bbb3-f9e2fbd219c8,Security,The Mashreq mobile app uses biometric authentication (fingerprint/face ID) and 256-bit encryption for all transactions.,https://www.mashreqbank.com/uae/en/faq/security/app,2025-08-28T18:38:27.099779,"[""app"", ""biometric"", ""encryption"", ""fingerprint"", ""face ID"", ""security""]"
56253d7f-542d-4e09-b932-572fbf2a3466,Security,Customers can instantly freeze their cards through the Mashreq app if they suspect unauthorized activity.,https://www.mashreqbank.com/uae/en/faq/security/freeze,2025-12-18T18:38:27.099779,"[""freeze"", ""card"", ""app"", ""unauthorized"", ""instant"", ""block""]"
257c45df-3c87-4607-9190-01c6fae8867c,Security,"Two-factor authentication (2FA) is mandatory for all online banking transactions above AED 1,000.",https://www.mashreqbank.com/uae/en/faq/security/2fa,2025-10-23T18:38:27.099779,"[""2FA"", ""two-factor"", ""authentication"", ""mandatory"", ""transactions""]"
31eb828e-5147-42de-92ce-53ca028c1ee7,Security,Mashreq employs 24/7 fraud monitoring systems that automatically flag suspicious transactions.,https://www.mashreqbank.com/uae/en/faq/security/fraud,2025-12-13T18:38:27.099779,"[""fraud"", ""monitoring"", ""24/7"", ""suspicious"", ""automatic"", ""detection""]"
f501c9f1-ea94-40a3-9685-bc8c192ce583,Security,"Account login attempts are limited to 3 tries. After 3 failed attempts, the account is temporarily locked for security.",https://www.mashreqbank.com/uae/en/faq/security/login,2025-07-05T18:38:27.099779,"[""login"", ""attempts"", ""locked"", ""failed"", ""security"", ""temporary""]"
4ee55aeb-2503-4991-905d-fdcf9e57a13b,Security,"Mashreq uses tokenization for all card-not-present transactions, meaning actual card numbers are never shared with merchants.",https://www.mashreqbank.com/uae/en/faq/security/tokenization,2025-10-27T18:38:27.099779,"[""tokenization"", ""card"", ""merchants"", ""secure"", ""numbers"", ""protected""]"
8888d937-3528-4b3f-b13d-dd0eb3ae8b7f,Security,All Mashreq ATMs are equipped with anti-skimming technology and encrypted PIN pads.,https://www.mashreqbank.com/uae/en/faq/security/atm,2025-08-06T18:38:27.099779,"[""ATM"", ""skimming"", ""anti-skimming"", ""PIN"", ""encrypted"", ""secure""]"
cda58ffc-7ec7-456f-a9cf-273ffeedd376,Security,Customers receive real-time SMS and push notifications for all account transactions above AED 100.,https://www.mashreqbank.com/uae/en/faq/security/sms,2025-07-13T18:38:27.099779,"[""SMS"", ""notifications"", ""real-time"", ""transactions"", ""alerts"", ""push""]"
f1c43f56-77fb-474f-9cb0-25904730128d,Security,Mashreq's Secure Key generates unique transaction codes that expire within 60 seconds.,https://www.mashreqbank.com/uae/en/faq/security/secure-key,2025-11-23T18:38:27.099779,"[""Secure Key"", ""transaction"", ""code"", ""expire"", ""unique"", ""60 seconds""]"
cf6c65e7-09fb-4932-878a-32d61fc77b71,Security,The bank maintains SOC 2 Type II and ISO 27001 certifications for information security management.,https://www.mashreqbank.com/uae/en/faq/security/soc-2,2025-08-26T18:38:27.099779,"[""SOC 2"", ""ISO 27001"", ""certified"", ""security"", ""compliance"", ""audit""]"
48a6311e-98a3-4544-bb65-730111a1f49e,Security,Mashreq never stores CVV numbers in its systems - these must be entered fresh for each transaction.,https://www.mashreqbank.com/uae/en/faq/security/cvv,2025-12-22T18:38:27.099779,"[""CVV"", ""stored"", ""never"", ""security"", ""transaction"", ""fresh""]"
aa3a9a43-02e8-4c1f-9d9f-d3f65bc809b6,Security,"Password changes require verification through registered mobile number or email, plus security questions.",https://www.mashreqbank.com/uae/en/faq/security/password,2025-10-17T18:38:27.099779,"[""password"", ""change"", ""verification"", ""mobile"", ""email"", ""security questions""]"
998276bd-af07-4e67-8013-4ea136ce8659,Security,International transactions are blocked by default and must be enabled by the customer through the app or customer service.,https://www.mashreqbank.com/uae/en/faq/security/international,2025-07-29T18:38:27.099779,"[""international"", ""transactions"", ""blocked"", ""enabled"", ""app"", ""default""]"
65f8b168-aa6d-43e4-b289-d5e5bef5d2bc,Security,Mashreq partners with UAE Central Bank's AANI instant payment system for secure domestic transfers.,https://www.mashreqbank.com/uae/en/faq/security/aani,2025-08-21T18:38:27.099779,"[""AANI"", ""Central Bank"", ""instant"", ""payment"", ""domestic"", ""transfer"", ""secure""]"
770ba4c2-d5df-4547-928b-19f9c390340c,Security,All bank staff undergo regular security training and background checks as per UAE Central Bank regulations.,https://www.mashreqbank.com/uae/en/faq/security/staff,2025-09-27T18:38:27.099779,"[""staff"", ""training"", ""background"", ""checks"", ""regulations"", ""Central Bank""]"
65b2f438-da18-40af-8b8a-e70bef79d3c6,Security,Session timeout for online banking is set to 5 minutes of inactivity for security purposes.,https://www.mashreqbank.com/uae/en/faq/security/session,2025-08-05T18:38:27.099779,"[""session"", ""timeout"", ""inactivity"", ""5 minutes"", ""security"", ""online banking""]"
7260c305-9f8e-447e-8485-e70007d8984e,Security,Device registration is required for new logins - unrecognized devices trigger additional verification steps.,https://www.mashreqbank.com/uae/en/faq/security/device,2025-09-13T18:38:27.099779,"[""device"", ""registration"", ""new"", ""login"", ""verification"", ""unrecognized""]"
1c2b9714-4e67-4c06-950e-817ceb545304,Security,Mashreq's fraud investigation team responds to reported incidents within 24 hours.,https://www.mashreqbank.com/uae/en/faq/security/fraud,2025-12-24T18:38:27.099779,"[""fraud"", ""investigation"", ""24 hours"", ""reported"", ""response"", ""team""]"
dd343252-b69a-4890-9796-4719f607d55e,Fees,Neo (digital) accounts have zero monthly maintenance fees for the first year.,https://www.mashreqbank.com/uae/en/faq/fees/neo,2025-08-30T18:38:27.099779,"[""Neo"", ""digital"", ""zero"", ""free"", ""maintenance"", ""fees"", ""first year""]"
90d44c07-289f-45ca-a0d9-c10ed8800e92,Fees,"Standard savings accounts have a monthly fee of AED 25, waived if minimum balance of AED 3,000 is maintained.",https://www.mashreqbank.com/uae/en/faq/fees/savings,2025-07-14T18:38:27.099779,"[""savings"", ""monthly"", ""fee"", ""AED 25"", ""minimum"", ""balance"", ""waived""]"
0ed31d98-4d21-4e92-86bd-efc49d331156,Fees,Domestic transfers via AANI are free for all Mashreq customers.,https://www.mashreqbank.com/uae/en/faq/fees/domestic,2025-12-10T18:38:27.099779,"[""domestic"", ""transfer"", ""AANI"", ""free"", ""customers""]"
f7fcf219-a662-4a47-bda7-b04f6029d6f3,Fees,International wire transfers cost AED 50 plus exchange rate margin of up to 2%.,https://www.mashreqbank.com/uae/en/faq/fees/international,2025-09-10T18:38:27.099779,"[""international"", ""wire"", ""transfer"", ""AED 50"", ""exchange"", ""rate"", ""margin""]"
8e0f5c44-a7ad-4887-b646-ee89aa6c52e8,Fees,ATM withdrawals at Mashreq ATMs are unlimited and free. Non-Mashreq ATMs incur AED 2 per transaction.,https://www.mashreqbank.com/uae/en/faq/fees/atm,2025-09-19T18:38:27.099779,"[""ATM"", ""withdrawal"", ""free"", ""unlimited"", ""non-Mashreq"", ""AED 2""]"
de98bd6a-1158-47f9-bd04-f262a18f3f75,Fees,Credit card annual fees range from AED 0 (Solitaire) to AED 750 (Platinum) depending on the card type.,https://www.mashreqbank.com/uae/en/faq/fees/credit-card,2025-08-14T18:38:27.099779,"[""credit card"", ""annual"", ""fees"", ""Solitaire"", ""Platinum"", ""range""]"
f31ea9ac-e49d-463b-8202-e58e680311ca,Fees,"Late payment fees on credit cards are AED 200 or 5% of the minimum due, whichever is higher.",https://www.mashreqbank.com/uae/en/faq/fees/late,2025-12-15T18:38:27.099779,"[""late"", ""payment"", ""fees"", ""credit card"", ""AED 200"", ""5%"", ""minimum""]"
c63fd307-0e80-4ddb-8b87-ee759192eb36,Fees,Cheque book issuance is free for the first 25 leaves per year; additional leaves cost AED 1 each.,https://www.mashreqbank.com/uae/en/faq/fees/cheque,2025-10-07T18:38:27.099779,"[""cheque"", ""book"", ""free"", ""25"", ""leaves"", ""AED 1"", ""additional""]"
6e679cf1-3636-40c1-805d-6201bbf64694,Fees,Account closure within 6 months of opening incurs an early closure fee of AED 100.,https://www.mashreqbank.com/uae/en/faq/fees/account,2025-11-01T18:38:27.099779,"[""account"", ""closure"", ""early"", ""fee"", ""AED 100"", ""6 months""]"
